detect,3,19189094105,297008
detect,3,19189287157,193008
detect,3,19189496223,209009
detect,3,19189659264,163007
detect,3,19189890301,231009
detect,3,19190050391,160010
detect,3,19190216447,166008
detect,3,19190456529,240009
detect,3,19190673589,217009
detect,3,19190867641,194008
detect,3,19191138710,271009
detect,3,19191372776,234009
detect,3,19191618847,246009
detect,3,19191918896,300009
detect,3,19192203968,285010
detect,3,19192463042,259009
detect,3,19192738088,275008
detect,3,19192977156,239008
detect,3,19193214207,237009
detect,3,19193498299,284010
detect,3,19193667349,169008
detect,3,19193915388,248009
detect,3,19194126460,211009
detect,3,19194381511,255009
detect,3,19194559580,178010
detect,3,19194775623,216009
detect,3,19195065690,290009
detect,3,19195220742,155008
detect,3,19195491810,271008
detect,3,19195684861,193009
detect,3,19195914919,230009
detect,3,19196110998,196010
detect,3,19196332051,221009
detect,3,19196508119,176008
detect,3,19196747161,239009
detect,3,19196923228,176008
detect,3,19197113276,190007
detect,3,19197324319,211008
detect,3,19197579386,255008
detect,3,19197742432,163009
detect,3,19197979498,237009
detect,3,19198195550,216009
detect,3,19198393620,198007
detect,3,19198572660,179007
detect,3,19198807698,235009
detect,3,19199006762,199009
detect,3,19199295804,289007
detect,3,19199536870,241009
detect,3,19199728906,192006
detect,3,19199888967,160007
detect,3,19200111003,222006
detect,3,19200292045,181007
detect,3,19200563109,271008
detect,3,19200726144,163007
detect,3,19200991207,265006
detect,3,19201185271,194009
detect,3,19201459315,274008
detect,3,19201652379,193009
detect,3,19201817417,165009
detect,3,19202115476,298008
detect,3,19202279522,164008
detect,3,19202495581,216009
detect,3,19202679619,184008
